ID,assessment-result,reflection-length,item-1,item-2,item-3,item-4,item-5,item-6,item-7,item-8,item-9,item-10,item-11,item-12,item-13
1295,4,54,2,1,1,1,2,2,2,2,2,2,2,1,1
1296,2,99,1,1,1,1,1,1,2,0,1,0,1,1,0
1297,3,60,1,1,1,1,1,2,2,2,2,2,2,1,1
1298,3,18,0,1,1,1,1,2,1,1,2,1,1,2,2
1299,3,60,1,1,1,2,1,1,1,1,2,2,1,2,1
1300,2,40,1,2,1,2,2,1,1,2,1,1,1,2,1
1301,4,55,2,2,2,2,1,2,2,2,2,2,2,2,1
1302,4,32,2,2,1,2,1,2,1,2,2,2,1,2,1
1303,3,109,2,2,2,2,2,1,2,1,1,1,1,1,0
1304,3,149,1,2,1,1,1,2,2,2,1,2,1,1,2
1305,2,135,2,2,2,2,1,1,2,2,2,1,2,2,2
1306,3,92,2,2,1,2,2,1,2,1,1,1,0,2,1
1307,2,97,2,1,1,2,1,2,2,1,2,1,1,0,1
1308,3,30,1,1,1,1,2,1,2,1,2,1,1,2,2
1309,2,141,1,2,1,1,2,1,1,0,1,1,1,1,0
1310,1,0,1,1,0,1,1,2,1,1,2,1,1,1,1
1311,3,140,1,2,1,1,2,1,1,1,0,1,1,2,1
1312,2,63,0,1,1,1,1,1,2,2,2,2,2,2,2
1313,3,67,1,2,1,2,1,2,2,2,2,2,1,2,1
1314,3,24,1,2,2,2,2,2,1,2,2,2,2,2,2
1315,4,5,2,2,2,1,1,2,1,2,2,2,1,1,1
1316,3,36,2,1,1,2,2,2,2,2,2,2,1,1,1
1317,3,80,1,1,1,1,2,1,1,1,1,1,1,1,1
1318,3,47,2,2,2,1,2,2,1,2,2,2,2,2,2
1319,3,38,1,1,2,2,1,1,2,1,1,2,2,2,1
1320,3,124,1,2,1,1,1,2,2,2,2,1,2,2,2
1321,3,47,2,2,2,2,2,2,2,2,2,2,2,2,2
1322,3,139,2,2,2,2,2,1,2,1,2,1,1,2,1
1323,3,103,2,2,1,2,1,1,1,1,1,1,1,2,1
1324,2,44,1,1,1,1,2,1,1,1,1,1,2,1,1
1325,4,122,2,2,2,1,2,2,1,1,2,1,2,2,1
1326,4,113,1,2,2,1,1,1,1,2,2,1,1,2,0
1327,2,89,2,2,1,1,2,1,1,2,1,2,2,2,2
1328,3,111,2,1,1,1,2,2,2,1,2,2,2,2,2
1329,3,83,2,2,1,2,2,2,2,2,2,2,2,1,1
1330,3,0,1,2,1,2,1,2,2,2,1,2,2,2,1
1331,3,78,2,1,1,1,2,2,1,1,1,1,1,1,1
1332,3,20,0,1,1,1,1,2,2,1,2,2,1,2,2
1333,2,0,1,1,1,1,1,1,2,1,2,2,2,1,1
1334,4,69,2,2,2,2,2,2,2,1,2,2,2,2,2
1335,3,0,1,2,1,1,1,1,1,1,1,2,1,1,1
1336,3,51,2,2,2,2,1,1,2,1,2,2,2,2,1
1337,2,8,2,1,1,1,0,2,1,1,2,1,2,2,2
1338,3,4,2,1,2,2,2,2,2,1,2,2,1,1,2
1339,4,93,2,2,2,2,2,2,2,2,2,2,2,2,2
1340,2,88,1,2,1,2,2,1,1,2,1,1,1,1,1
1341,3,32,2,2,1,2,1,2,2,2,2,1,1,1,1
1342,2,35,2,1,1,1,0,1,1,1,2,2,1,2,1
1343,0,28,1,1,0,0,1,0,1,0,1,1,0,1,1
1344,4,46,2,1,2,2,2,2,2,2,2,2,2,2,1
1345,3,28,2,1,2,2,2,2,2,2,2,2,1,1,1
1346,3,0,1,1,1,2,2,1,2,1,2,2,2,1,1
1347,3,108,2,2,2,2,1,2,2,2,2,2,1,2,1
1348,4,86,2,2,2,2,2,2,2,2,2,2,2,2,2
1349,2,0,1,2,2,1,2,2,1,2,1,2,1,1,1
1350,3,94,1,1,1,1,1,2,2,1,1,1,1,2,1
1351,2,25,2,2,0,1,1,2,2,1,2,1,2,1,1
1352,4,47,2,2,2,1,2,2,2,2,2,2,2,2,2
1353,4,55,1,1,1,1,2,2,2,1,2,1,2,1,1
1354,3,25,1,2,1,2,1,1,1,2,2,1,2,1,2
1355,2,48,2,1,1,1,1,1,2,1,1,2,1,1,1
1356,4,89,1,2,2,2,2,2,2,2,2,1,2,2,2
1357,3,92,1,2,2,2,2,2,2,2,2,1,1,1,1
1358,4,64,2,2,2,2,2,2,1,2,2,2,2,2,2
1359,3,31,2,1,1,2,2,1,2,2,1,2,2,2,2
1360,3,77,1,2,2,2,1,2,2,1,2,1,1,2,2
1361,3,107,1,1,2,2,1,1,1,1,1,1,1,1,1
1362,2,50,2,2,2,2,2,2,2,1,2,2,1,2,1
1363,2,73,2,2,2,2,1,2,2,2,2,2,2,2,2
1364,3,37,2,2,2,2,2,2,2,2,1,2,2,2,2
1365,3,34,2,2,2,2,2,2,2,1,2,2,2,2,2
1366,3,82,1,1,1,1,0,1,2,1,1,0,2,1,1
1367,3,0,2,2,2,2,2,2,2,1,1,2,1,2,1
1368,2,26,1,1,1,1,1,1,1,1,1,1,0,1,0
1369,3,100,1,1,1,1,1,1,1,1,1,1,1,1,1
1370,4,74,2,2,2,2,2,2,2,2,2,2,2,2,2
1371,2,108,1,1,0,2,1,2,2,1,1,1,1,1,1
1372,3,31,1,1,1,1,2,2,2,1,1,2,1,2,1
1373,1,97,1,1,1,1,1,1,2,1,1,1,2,1,1
1374,3,39,1,2,2,2,2,1,1,1,2,2,2,2,0
1375,3,81,2,2,2,2,2,2,2,2,2,2,2,2,2
1376,3,100,1,2,1,2,1,1,1,1,1,1,1,1,2
1377,3,0,2,2,2,1,2,2,2,2,2,1,1,1,2
1378,4,80,2,2,2,2,1,2,1,2,2,2,2,2,1
1379,2,90,2,2,1,1,1,1,1,1,1,1,1,2,1
1380,3,0,1,2,2,2,2,1,2,1,2,0,2,2,2
1381,2,8,1,1,1,2,1,1,0,2,1,1,1,2,1
1382,3,11,1,2,2,2,1,2,2,1,2,2,2,2,2
1383,3,69,1,2,1,2,2,1,1,1,2,2,1,2,2
1384,4,59,2,2,2,2,2,2,2,2,2,2,2,2,2
1385,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2
1386,3,0,0,1,1,2,1,1,1,1,1,2,1,1,2
1387,2,54,1,2,2,1,2,2,2,2,2,2,2,1,1
1388,4,109,1,2,2,2,2,2,2,2,2,2,1,2,2
1389,2,129,1,1,0,1,2,1,1,1,1,1,2,1,1
1390,4,40,2,2,2,2,2,2,2,2,2,2,2,2,2
1391,4,83,2,2,2,2,2,2,2,1,1,1,1,1,1
1392,3,39,1,2,2,2,2,2,2,2,2,2,2,2,2
1393,3,52,1,1,0,1,1,1,1,1,2,2,1,2,0
1394,3,77,2,2,2,2,2,2,2,2,2,2,2,2,2
1395,4,0,2,2,1,2,1,2,2,2,2,2,2,2,2
1396,3,112,2,2,1,2,2,2,2,1,2,2,1,1,1
1397,2,49,1,1,0,1,1,1,1,1,1,1,1,0,1
1398,3,24,2,1,1,1,2,1,1,1,1,1,1,2,1
1399,3,95,2,2,2,2,2,2,2,2,2,1,2,0,1
1400,3,121,1,1,2,2,1,1,2,2,2,1,1,1,1
1401,2,0,2,1,2,1,2,1,1,1,1,1,1,2,1
1402,2,99,1,1,1,2,2,2,2,2,2,2,1,1,1
1403,3,111,2,2,2,2,2,2,1,1,1,1,1,1,1
1404,2,17,0,1,1,1,1,2,1,1,1,1,1,1,1
1405,3,100,1,1,1,1,1,1,1,0,0,1,2,0,1
1406,2,24,1,1,1,1,2,1,2,2,1,1,1,2,2
1407,2,46,1,1,1,2,2,2,1,1,2,1,1,1,0
1408,2,0,1,2,1,2,1,1,2,2,1,1,1,2,2
1409,1,82,0,0,0,1,1,0,1,1,0,0,0,1,1
1410,3,24,1,1,2,1,2,1,0,2,1,1,2,1,2
1411,3,0,1,2,1,1,1,1,2,1,2,2,1,1,0
1412,3,31,2,2,2,2,1,2,2,2,1,1,1,1,2
1413,2,29,2,2,1,2,2,2,2,2,2,2,2,2,0
1414,3,100,1,2,2,1,2,1,1,1,2,2,1,1,1
1415,3,0,2,2,2,2,2,2,1,1,2,1,1,1,2
1416,2,0,1,1,1,1,2,1,1,1,1,1,1,1,1
1417,2,22,2,1,1,2,1,2,1,2,1,2,1,2,1
1418,2,24,1,1,1,2,1,2,1,1,2,2,2,1,2
1419,2,8,1,1,1,1,1,1,1,1,0,2,1,1,0
1420,2,14,2,2,2,2,1,1,1,1,1,1,1,1,1
1421,3,38,2,2,1,1,1,2,2,1,1,1,2,1,1
1422,3,0,1,1,2,2,0,2,1,1,1,1,1,2,1
1423,2,19,1,2,2,2,2,2,2,2,2,2,1,1,2
1424,3,108,2,2,1,2,2,2,2,2,2,2,2,1,1
1425,3,61,2,2,2,2,2,1,2,1,2,1,2,2,2
1426,3,84,1,2,2,1,1,1,1,1,2,2,2,1,2
1427,3,33,0,2,1,2,2,2,2,2,2,2,2,1,1
1428,2,99,2,1,1,1,0,2,1,1,1,2,2,2,2
1429,2,50,2,2,1,2,2,2,1,1,2,1,1,1,1
1430,2,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1431,3,34,1,2,1,1,2,2,2,2,2,2,2,2,2
1432,2,92,1,1,2,1,1,0,1,1,0,1,1,0,1
1433,4,29,1,2,2,1,1,1,1,0,1,1,1,1,0
1434,4,0,2,2,2,2,2,2,2,1,2,1,2,1,2
1435,3,140,1,2,2,1,2,1,2,2,1,2,2,1,2
1436,3,0,2,2,2,2,1,2,2,1,2,2,1,2,1
1437,2,65,0,0,0,1,1,1,2,0,1,2,1,1,1
1438,4,53,1,2,2,2,2,2,2,2,2,2,2,2,1
1439,2,19,0,2,1,1,1,1,2,1,1,2,1,2,2
1440,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1441,3,8,2,1,1,1,2,2,2,1,1,1,2,1,2
1442,2,9,1,2,1,2,1,2,1,1,1,1,1,1,1
1443,3,69,2,2,2,2,2,2,2,2,1,2,1,2,2
1444,3,13,2,1,2,1,1,1,2,2,1,1,1,1,1
1445,2,41,2,2,2,2,1,1,2,1,2,2,1,1,1
1446,3,114,2,2,2,2,2,2,2,2,2,2,2,2,2
1447,3,67,1,2,2,2,2,2,2,2,2,2,2,2,1
1448,3,87,1,1,1,1,1,1,1,1,1,1,1,1,1
1449,4,2,1,2,1,2,2,2,1,1,2,2,2,2,2
1450,3,9,2,1,1,2,1,2,1,1,1,2,1,2,1
1451,2,55,1,1,1,1,1,1,0,1,2,2,1,1,1
1452,3,99,1,1,0,1,2,2,1,1,1,1,1,1,1
1453,3,0,1,1,1,2,1,1,1,2,1,2,1,1,1
1454,3,44,2,2,2,1,1,1,2,1,1,1,1,1,0
1455,3,16,2,1,1,1,1,2,2,1,2,1,1,1,1
1456,3,124,2,2,1,2,2,1,2,0,2,2,1,1,1
1457,1,79,0,0,0,1,0,0,1,0,0,0,1,0,0
1458,4,0,1,2,2,2,2,2,1,2,2,1,1,1,2
1459,3,28,2,2,2,2,2,2,2,2,2,2,2,2,2
1460,1,22,1,2,1,1,1,1,1,1,1,1,1,1,1
