ID,w3-assessment-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w3-12,w3-13,w4-assessment-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11,w4-12,w4-13
667,4,141,2,2,1,2,1,2,2,2,2,2,2,2,2,4,49,2,2,2,2,2,2,2,2,2,2,2,1,2
668,2,138,1,2,1,2,1,1,1,2,1,2,1,1,1,3,113,2,2,1,2,2,2,2,2,2,2,2,2,2
669,3,67,2,1,2,2,2,1,2,1,1,1,1,1,1,3,129,2,2,2,2,1,2,2,1,2,1,1,0,1
670,1,148,1,2,1,2,2,2,1,1,2,2,2,2,2,4,113,1,2,1,2,2,1,1,2,1,1,1,2,2
671,3,64,2,2,2,2,1,1,1,2,1,2,2,1,1,2,88,2,2,1,1,2,2,1,2,1,1,2,2,2
672,3,40,1,1,1,2,1,2,2,1,2,2,2,2,2,3,68,1,1,2,1,1,2,1,1,1,1,1,1,1
673,2,98,1,1,2,1,0,0,1,2,0,1,1,0,1,3,89,1,1,1,1,1,1,1,1,0,0,1,0,2
674,3,0,1,2,2,2,2,2,2,2,2,2,1,1,2,3,27,2,2,1,1,2,2,1,1,2,2,2,2,2
675,2,0,1,1,2,1,1,2,1,1,1,2,1,2,2,3,30,1,1,1,2,1,1,2,1,1,1,2,2,2
676,3,0,2,2,2,2,2,2,2,2,2,2,2,1,1,3,6,1,2,2,2,1,1,1,1,2,1,1,1,1
677,3,3,2,2,1,2,2,1,2,1,2,1,1,1,0,2,77,2,1,1,1,2,0,1,0,1,1,1,1,1
678,3,52,2,2,2,2,2,2,2,1,2,2,2,2,1,4,50,2,2,2,2,2,2,2,1,2,2,2,1,2
679,1,14,1,1,1,1,1,1,1,0,1,1,1,0,0,1,11,0,1,1,1,1,1,1,0,0,0,0,0,1
680,3,36,1,2,2,2,1,1,1,1,1,1,2,1,2,3,4,1,1,2,1,2,2,1,1,1,1,1,1,1
681,2,88,2,2,2,2,2,2,2,2,2,2,2,2,2,4,11,2,2,2,2,2,2,2,2,2,2,2,2,2
682,3,106,1,2,1,1,1,2,2,1,1,1,1,1,1,4,73,2,2,2,2,1,2,2,2,1,1,1,1,1
683,4,0,1,2,2,2,2,2,1,1,1,0,1,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2
684,1,86,2,1,2,1,2,1,1,2,2,1,1,2,1,4,77,2,2,2,2,2,2,2,1,2,1,1,2,2
685,3,41,1,1,2,1,2,1,1,1,1,1,1,2,2,4,22,2,2,2,2,2,2,2,2,2,2,2,1,2
686,1,85,1,1,1,1,1,1,1,0,1,1,1,1,0,3,67,1,2,1,2,1,2,2,1,1,1,2,1,2
687,2,27,1,1,1,0,1,1,1,1,2,2,1,1,1,3,68,1,2,1,1,1,2,1,2,2,2,2,1,1
688,3,21,2,2,2,2,2,2,2,2,2,2,2,2,1,4,37,2,2,2,2,2,2,2,2,1,2,2,2,1
689,3,90,2,2,2,2,2,2,2,1,2,2,2,2,1,4,65,2,2,2,2,1,1,2,2,2,2,2,2,2
690,3,44,1,1,2,2,2,1,1,2,2,1,0,2,2,3,0,1,2,2,2,1,1,1,1,2,2,2,2,2
691,3,153,2,1,1,1,2,1,1,2,1,1,1,1,1,3,91,2,2,1,1,2,2,2,2,2,2,1,1,2
692,3,122,1,1,0,1,1,2,2,2,2,1,1,1,1,3,86,1,2,2,1,1,2,1,2,1,1,0,1,1
693,3,63,1,1,1,1,1,1,1,2,1,0,1,1,2,2,0,1,1,1,1,1,2,2,2,2,1,1,2,1
694,3,146,0,2,1,2,1,1,1,2,1,1,1,2,2,3,73,1,2,1,2,1,1,1,1,1,1,1,1,1
695,3,63,1,1,2,2,1,2,2,1,2,2,2,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2
696,3,37,1,1,2,1,1,1,2,2,2,1,1,1,2,3,80,1,1,1,2,1,2,2,1,2,1,2,1,2
697,4,120,1,2,1,2,1,1,2,2,2,1,1,2,2,4,117,1,2,1,2,2,1,2,2,1,1,2,2,1
698,3,127,2,2,1,1,2,2,2,2,1,1,1,2,1,3,64,2,2,1,2,1,2,2,2,2,1,2,2,2
699,4,53,1,1,1,2,2,1,2,2,2,1,1,2,2,3,32,1,2,2,1,2,2,1,1,2,1,1,2,2
700,3,143,1,1,1,1,2,2,2,2,2,2,2,1,1,3,93,1,1,1,1,2,1,2,1,1,1,1,0,2
701,3,69,1,2,2,2,1,1,2,2,2,2,1,2,1,3,64,1,2,1,2,1,2,2,1,2,1,2,2,2
702,3,76,2,2,1,2,2,2,1,1,1,1,2,2,2,3,62,2,1,2,1,2,1,1,1,1,1,1,1,1
703,4,122,2,1,1,2,2,2,2,2,2,2,2,2,2,3,94,2,2,2,2,1,2,1,2,2,2,1,2,1
704,3,159,2,2,2,2,1,2,1,2,1,1,1,1,2,4,51,2,2,2,1,2,2,2,2,1,1,1,2,2
705,3,84,2,2,1,2,2,2,1,2,1,1,1,1,1,2,92,1,2,1,2,2,2,2,1,2,1,2,2,1
706,1,86,0,1,1,2,1,1,1,1,2,2,1,1,1,3,76,1,2,0,2,2,1,2,2,1,2,1,1,2
707,4,69,2,2,2,2,2,2,2,2,2,2,2,2,2,4,56,2,2,2,2,2,2,2,2,2,2,2,2,2
708,3,126,1,1,1,2,2,2,2,1,1,2,1,2,0,2,52,1,2,1,2,2,2,1,2,2,1,1,1,2
709,2,42,1,1,2,2,1,1,0,1,1,1,0,1,1,3,39,2,2,2,2,2,2,2,1,2,1,1,1,1
710,3,0,1,1,2,1,2,2,1,2,2,1,1,2,2,3,0,1,2,1,2,1,2,1,1,1,2,1,1,1
711,2,111,2,1,2,1,2,1,1,1,2,1,1,2,0,2,65,1,2,2,2,2,2,2,1,2,1,1,1,1
712,4,132,2,1,2,2,2,2,2,2,2,1,2,1,1,4,107,2,2,2,2,2,2,2,2,2,2,2,2,2
713,3,0,1,1,2,2,2,0,1,0,1,1,1,1,2,3,0,2,1,2,2,1,1,2,1,0,1,1,1,1
714,4,90,2,2,1,1,2,2,2,2,2,1,2,2,1,2,41,2,1,1,1,1,1,2,1,2,2,1,2,1
715,4,143,0,1,1,1,2,1,2,2,2,1,1,1,1,4,80,1,2,2,1,2,1,2,2,2,2,1,2,2
716,1,32,2,1,0,1,1,0,1,1,0,0,0,0,0,2,22,2,1,1,2,2,1,1,1,2,1,1,1,1
717,4,29,1,2,2,2,2,2,2,2,2,2,2,2,1,3,19,1,2,1,2,2,2,2,2,2,2,2,1,2
718,3,40,1,2,1,2,2,2,2,1,1,1,2,1,1,3,7,2,2,1,2,2,2,2,1,1,1,2,0,1
719,2,0,1,1,1,2,1,0,1,2,1,1,1,0,1,3,94,2,2,1,1,2,2,2,1,1,1,1,1,2
720,2,125,2,2,1,2,1,2,1,1,1,1,2,1,1,2,55,2,2,2,2,1,1,1,1,1,1,1,1,1
721,3,35,1,2,2,2,2,1,2,1,2,1,2,2,1,3,42,2,2,1,1,2,2,2,2,2,2,2,2,2
722,3,68,1,2,2,2,1,1,2,1,2,1,1,1,1,3,46,1,2,2,2,2,1,1,2,1,1,1,2,2
723,3,75,2,2,1,2,1,2,1,2,2,1,1,1,2,3,62,2,2,2,2,2,1,1,1,2,2,1,1,2
724,2,72,2,2,2,2,2,1,2,1,2,2,0,1,0,3,18,2,2,2,2,2,2,2,1,2,2,2,2,1
725,4,54,2,2,2,2,1,2,2,2,2,2,2,2,2,4,41,2,2,2,2,2,2,2,2,2,2,2,2,2
726,3,95,1,1,2,1,1,1,1,1,1,1,1,1,2,3,17,1,2,1,1,2,1,1,2,1,1,2,2,2
727,3,0,2,2,1,2,2,2,2,2,2,2,2,2,2,3,39,2,2,1,2,2,2,2,1,2,2,2,1,2
728,3,135,1,2,1,2,2,2,1,1,1,0,1,1,1,3,45,1,1,2,1,2,1,1,1,1,1,1,1,1
729,3,45,1,2,1,2,1,1,1,2,2,2,1,2,1,3,6,2,2,2,2,2,2,2,2,2,2,1,2,2
730,3,23,2,2,2,2,2,2,2,2,1,2,2,1,1,4,24,2,2,2,2,2,2,2,1,2,2,2,2,1
731,4,143,2,2,1,2,1,2,1,2,2,1,2,2,2,4,90,2,2,2,2,2,2,2,2,2,2,2,2,2
732,2,32,2,2,2,2,1,2,2,1,2,2,1,1,1,4,32,2,1,2,2,2,2,2,2,2,2,2,1,2
733,4,66,2,2,2,2,2,2,2,1,2,1,1,1,1,4,0,2,2,2,2,2,2,2,1,2,2,2,2,2
734,2,32,2,2,1,1,1,2,2,2,2,2,2,2,2,4,24,2,2,1,2,2,2,2,2,2,2,2,2,1
735,4,27,1,2,2,2,1,1,2,2,2,1,2,1,2,4,0,1,2,2,2,2,2,2,2,2,2,2,2,2
736,3,7,1,2,1,1,1,1,1,1,1,2,2,1,1,2,0,2,2,2,2,1,2,1,1,1,1,1,2,1
737,3,0,2,1,1,2,1,2,2,1,2,2,2,1,1,2,27,2,1,1,1,1,1,1,1,1,1,1,1,1
738,4,82,2,2,2,2,2,2,2,2,2,2,2,2,2,4,20,2,2,2,2,2,2,2,1,2,2,2,2,1
739,3,87,1,2,2,2,1,2,2,2,2,2,2,2,2,3,90,1,2,1,2,1,1,1,2,1,1,1,2,1
740,3,42,2,2,1,1,2,2,2,1,2,1,1,2,2,4,64,2,2,2,2,2,2,2,2,2,2,2,2,2
741,2,0,2,2,2,2,2,1,2,1,2,1,2,2,2,3,0,2,1,2,2,2,1,2,2,1,2,1,2,2
742,3,87,2,1,1,1,1,1,1,1,1,2,2,1,2,3,47,2,1,2,1,2,1,1,1,1,2,2,1,1
743,2,145,0,2,1,2,2,1,1,1,2,2,1,1,1,4,126,2,2,1,2,2,2,2,2,2,2,2,2,1
744,4,18,1,1,1,2,1,1,2,1,2,1,1,1,1,2,62,1,1,2,1,1,1,1,1,1,1,1,1,1
745,3,14,1,1,1,2,1,1,1,1,1,1,2,0,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2
746,2,93,2,2,2,2,2,1,2,1,1,1,2,2,1,4,44,2,2,2,2,2,1,2,1,1,2,2,1,2
747,3,34,1,2,1,1,2,2,2,2,2,2,1,1,1,4,65,2,2,2,2,2,2,2,2,2,2,2,2,2
748,2,57,2,2,1,2,2,2,0,1,1,2,1,1,1,3,47,2,2,2,2,2,2,2,2,2,2,1,2,1
749,4,75,1,2,2,2,2,1,2,2,1,2,1,1,2,4,26,2,2,2,2,2,2,1,2,2,2,1,2,1
750,2,48,0,2,1,2,1,1,2,1,1,2,1,0,0,2,18,0,1,0,1,1,1,1,1,1,1,1,0,0
751,3,47,2,2,2,2,2,1,1,2,1,2,1,1,1,4,53,2,2,2,2,2,2,2,2,2,2,2,2,2
752,3,18,1,2,1,1,2,2,2,2,2,2,2,2,2,4,35,2,2,2,2,2,2,2,2,2,2,2,2,2
753,4,82,1,1,1,1,2,2,1,0,2,2,1,2,1,3,43,1,1,2,1,1,2,1,1,1,2,1,2,1
754,2,79,1,1,0,1,2,1,1,1,1,1,1,1,0,2,95,2,2,1,2,2,2,2,0,1,1,1,1,1
755,3,64,1,2,2,2,2,1,1,1,1,1,1,2,2,3,24,2,2,2,2,2,2,2,2,2,2,1,1,1
756,1,52,2,1,2,1,1,1,0,0,1,1,1,1,1,3,57,2,2,2,2,2,1,2,1,1,1,1,1,1
757,4,61,1,2,1,2,2,2,1,1,1,2,1,2,2,3,77,2,2,1,2,1,2,1,2,1,2,1,2,2
758,2,56,2,2,1,1,2,2,1,2,2,1,2,1,2,3,0,2,2,1,2,1,2,1,2,2,1,1,1,1
759,3,6,2,2,2,2,2,2,1,2,2,2,2,1,2,2,33,2,2,1,1,1,2,1,1,1,1,1,2,2
760,4,45,2,2,1,2,2,2,1,2,1,2,1,1,1,3,34,2,2,1,1,2,2,2,1,2,2,1,2,2
761,3,63,1,1,2,2,2,2,2,2,2,2,2,2,2,3,39,1,1,1,2,1,2,2,2,2,2,2,1,2
762,3,108,2,1,1,1,1,1,2,1,1,1,1,1,2,3,0,2,2,2,2,2,2,2,2,2,2,1,2,2
763,3,65,2,2,2,2,2,1,1,2,2,2,2,2,2,2,110,2,1,1,1,2,2,2,2,2,2,2,1,1
764,1,74,1,1,1,1,1,2,1,2,1,1,1,1,1,2,90,2,2,2,2,2,2,2,2,2,2,1,1,2
765,3,65,2,1,1,2,2,2,1,1,1,1,1,1,2,3,52,2,2,2,2,2,2,2,1,1,2,1,1,2
766,3,76,1,1,1,1,2,1,1,1,1,1,2,1,1,2,10,2,1,2,1,1,2,2,1,1,2,1,1,2
767,4,68,2,2,2,2,2,2,2,2,2,1,2,2,2,4,27,2,2,1,2,2,2,2,2,2,2,2,2,2
768,2,57,1,1,1,2,2,2,2,2,1,1,2,1,1,3,52,2,2,1,2,2,2,2,2,2,2,1,1,2
769,3,54,2,2,2,2,2,1,1,1,1,1,1,1,2,3,29,2,2,1,2,2,1,2,1,1,1,0,2,2
770,2,82,2,2,1,2,1,2,2,1,2,2,2,2,1,4,52,2,2,2,2,2,2,2,1,1,2,2,2,2
771,3,41,1,2,1,2,2,2,2,1,2,2,1,1,1,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2
772,3,66,2,2,1,2,2,2,2,2,2,2,2,1,1,4,19,2,2,2,2,2,2,2,2,2,2,2,2,2
773,2,55,0,1,2,2,1,1,2,2,2,1,2,1,2,2,85,0,1,0,1,1,1,2,1,1,1,2,1,1
774,3,12,1,2,1,1,0,1,2,1,1,1,1,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
775,2,0,2,1,1,1,2,1,1,2,2,1,2,1,2,4,0,2,2,2,2,2,2,2,2,2,2,2,2,1
776,2,87,2,2,1,2,2,2,1,2,2,1,1,2,1,3,61,2,2,2,2,2,1,1,2,2,2,1,2,2
777,2,109,1,1,1,1,1,1,1,2,2,1,1,2,2,3,58,2,2,2,2,2,2,2,1,2,2,1,1,2
778,2,89,2,2,2,2,1,1,2,2,2,2,1,1,1,3,66,2,2,1,1,1,2,2,2,2,1,2,1,1
779,3,71,1,1,2,1,2,0,1,2,1,1,1,2,2,3,13,2,2,1,2,2,2,2,2,2,1,2,2,2
780,3,107,2,1,1,1,2,2,1,2,1,2,1,2,1,3,53,2,2,2,1,1,2,1,1,1,2,1,1,1
781,3,79,2,2,2,2,2,2,2,2,2,2,2,1,1,4,64,2,2,2,2,2,2,2,2,2,2,2,2,2
782,4,24,2,2,2,2,2,2,2,2,2,2,2,2,1,4,20,2,2,2,2,2,2,2,2,2,2,2,2,2
783,2,92,2,2,1,1,1,1,1,0,0,1,0,1,0,3,34,2,1,1,1,2,1,1,1,1,1,2,1,2
784,2,26,2,1,2,1,0,2,2,1,1,2,1,2,1,3,58,2,1,1,1,1,2,1,1,1,1,2,1,2
785,4,91,2,2,2,2,2,2,2,2,2,2,2,2,1,4,100,2,2,2,2,2,2,2,2,2,2,2,2,2
786,3,162,2,2,1,2,2,2,2,2,2,2,2,1,1,4,105,2,2,2,2,2,2,2,2,2,2,2,2,2
787,3,175,2,2,0,1,1,1,2,2,0,1,1,0,1,3,104,2,2,1,2,1,2,2,2,1,1,1,1,1
788,2,86,1,2,2,2,1,2,1,2,2,2,2,2,1,3,99,1,2,1,1,2,2,2,1,1,2,1,1,0
789,3,66,2,2,1,2,1,2,1,1,2,2,1,1,2,4,48,2,2,2,2,2,2,2,2,2,2,2,2,2
790,2,103,0,1,1,1,2,1,1,0,1,1,1,1,1,2,41,1,1,1,1,2,1,2,2,1,1,1,0,2
791,4,81,2,2,1,2,2,1,2,2,2,1,2,2,2,4,80,2,2,2,2,2,2,2,2,2,2,2,2,1
792,1,9,1,2,1,2,1,2,2,2,2,1,1,1,1,2,35,1,0,1,1,1,1,2,1,1,1,1,0,1
793,3,52,2,2,1,2,1,1,1,2,1,2,2,1,2,4,83,2,2,2,2,2,2,2,2,1,1,2,2,2
794,3,0,2,2,2,2,2,2,2,1,2,2,2,1,1,3,9,2,2,2,2,2,2,2,2,2,2,2,2,2
795,2,110,1,2,1,1,1,2,2,1,2,2,1,1,2,3,119,2,2,1,2,2,2,2,2,2,1,1,1,2
796,3,27,2,1,1,2,1,1,0,1,0,1,1,1,0,2,36,1,1,0,1,1,1,1,1,1,1,1,2,1
797,2,38,2,1,2,1,2,1,1,1,2,1,1,2,2,4,28,2,2,2,2,2,2,2,2,2,2,2,2,2
798,3,33,2,2,0,2,2,2,2,1,1,1,1,2,2,4,37,2,2,2,2,2,2,2,2,1,2,2,2,1
799,2,30,1,2,1,2,1,2,2,1,1,2,1,2,0,2,44,1,1,1,1,1,2,1,1,1,1,1,1,1
800,3,68,2,2,2,2,1,1,2,1,2,1,1,2,1,3,47,2,2,2,2,2,2,2,2,1,1,2,2,1
801,2,94,1,1,1,1,2,2,1,1,1,2,1,2,0,3,83,1,1,1,1,2,2,1,1,2,1,1,2,1
802,3,89,2,2,1,2,1,1,2,1,2,2,1,1,1,4,75,2,1,1,1,1,1,1,1,1,1,1,2,0
803,2,41,1,1,1,1,1,1,1,1,2,2,1,2,1,3,79,2,2,1,1,2,2,2,2,2,2,2,2,2
804,1,64,1,1,1,1,1,1,1,1,2,1,0,1,0,3,29,1,1,1,2,1,1,2,1,1,1,2,1,1
805,2,96,0,2,0,2,1,2,1,1,2,1,1,2,2,3,36,1,1,1,2,1,2,2,2,2,2,2,2,1
806,3,77,2,2,2,2,2,2,2,2,2,2,2,2,1,4,77,2,2,2,2,2,1,2,2,2,2,2,2,1
807,4,23,1,2,1,1,1,2,2,2,1,1,2,1,1,4,57,2,2,2,2,1,2,2,2,2,2,2,2,1
808,3,78,2,2,2,2,2,2,2,2,2,2,1,2,2,3,76,2,2,2,2,2,2,2,2,2,2,2,2,2
809,4,179,2,2,2,2,2,2,2,2,2,2,2,2,2,4,86,2,2,2,2,2,2,2,2,2,2,2,2,2
810,2,85,1,1,1,1,1,1,1,1,1,1,1,1,0,1,79,1,1,1,1,1,1,1,0,2,1,1,1,1
811,3,55,1,2,1,2,1,2,2,2,2,2,1,2,2,3,14,2,1,1,1,1,1,1,1,1,1,1,1,2
812,3,84,1,1,2,1,2,1,2,2,2,2,1,2,2,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2
813,2,58,1,2,1,1,1,1,2,2,2,2,2,1,2,4,99,1,2,1,2,2,2,2,2,2,1,2,2,2
814,3,77,2,2,2,2,1,1,2,2,2,2,2,2,2,3,50,2,2,2,2,2,2,2,2,2,2,2,2,1
815,3,64,2,2,1,2,2,2,2,2,2,2,2,2,2,3,84,2,2,2,2,2,2,1,2,2,1,2,2,1
816,2,42,2,1,1,2,1,1,0,0,1,2,2,1,1,4,72,2,2,2,2,2,2,2,2,2,2,2,2,2
817,3,82,2,2,1,2,1,2,2,1,1,2,1,1,1,3,83,2,2,2,2,2,2,2,1,2,1,2,1,2
818,3,87,1,1,2,2,1,1,2,2,1,1,0,1,1,2,40,2,1,1,2,1,1,1,2,1,2,1,1,1
819,4,115,1,2,1,2,2,1,2,2,1,2,2,1,1,4,23,1,2,2,1,2,2,2,2,2,2,1,2,1
820,2,187,1,0,1,1,1,0,1,1,0,1,0,1,0,2,99,1,1,0,1,1,1,2,1,1,1,1,1,1
821,2,74,2,2,2,2,2,1,2,2,2,2,1,1,2,3,14,2,1,1,2,1,1,2,2,2,2,2,2,2
822,4,31,1,2,2,2,2,2,1,2,2,1,1,2,2,3,37,2,2,2,1,2,1,2,1,2,2,2,2,2
823,3,22,1,2,1,2,2,2,2,2,2,2,1,2,2,2,29,1,1,1,2,2,2,2,2,2,2,2,1,1
824,3,8,1,2,2,2,1,2,2,1,2,2,2,1,1,3,54,1,1,1,2,2,2,2,2,1,1,1,1,1
825,3,77,2,2,2,1,2,2,2,2,2,2,1,2,2,4,12,2,2,2,2,2,2,2,2,2,2,2,2,2
826,4,86,1,2,1,2,2,1,2,2,2,1,1,2,2,3,96,1,2,1,1,2,1,2,1,1,1,1,1,1
827,3,59,1,1,2,2,1,1,1,1,1,2,1,2,1,4,54,1,2,2,2,2,2,2,2,2,2,2,2,2
828,2,77,1,2,1,1,0,2,1,2,2,2,1,2,1,2,103,1,1,0,1,1,1,1,1,1,1,1,1,1
829,2,117,1,1,1,1,1,1,1,2,1,1,1,1,2,3,41,1,1,2,2,1,2,1,2,1,1,1,1,1
830,4,44,2,1,0,2,2,1,1,1,1,1,1,2,1,4,60,2,2,1,2,2,2,2,2,2,2,1,2,1
831,2,0,1,1,2,1,1,1,1,2,1,1,1,0,1,4,0,2,1,1,1,1,2,2,2,2,1,2,2,2
832,3,86,2,2,1,2,2,2,2,2,1,2,2,0,1,3,24,2,1,1,1,1,1,2,1,1,2,1,1,1
833,3,116,2,2,2,1,1,1,1,2,1,2,2,1,1,4,37,2,2,1,2,2,2,2,2,1,2,1,1,1
834,4,70,1,2,1,2,2,2,2,1,2,1,2,0,1,2,48,1,1,1,2,1,1,1,1,1,1,1,1,0
835,2,84,1,1,1,2,0,1,1,1,1,2,1,1,1,3,75,1,2,2,2,2,2,2,2,1,2,2,1,1
836,3,102,2,2,2,2,2,2,2,2,2,2,2,2,1,3,40,2,2,2,2,2,2,2,2,2,1,1,2,1
837,4,90,2,2,1,2,2,2,2,2,2,1,2,2,1,3,62,2,2,1,2,2,2,2,2,2,2,2,2,2
838,3,23,1,2,1,2,1,2,2,2,2,2,1,1,1,3,0,1,2,2,2,1,2,1,1,2,2,1,1,1
839,3,71,1,2,2,2,2,1,1,2,2,1,2,2,1,2,61,1,2,2,1,1,1,1,2,1,1,1,1,1
840,3,39,2,2,1,1,2,1,2,2,1,2,1,1,0,4,109,2,2,2,2,2,1,1,2,2,2,2,2,1
841,2,0,1,2,1,1,2,2,1,2,2,1,1,1,1,3,70,1,2,1,2,2,2,2,1,2,1,1,2,2
842,4,75,2,2,2,2,1,2,2,2,2,2,2,2,2,4,7,2,2,2,2,1,1,2,2,2,2,1,2,2
843,2,78,1,1,1,1,1,0,1,0,1,1,1,1,0,2,59,1,2,1,2,2,2,1,1,1,1,2,1,0
844,4,117,1,1,1,2,1,2,2,0,1,2,1,1,1,3,33,2,2,1,2,1,1,1,1,2,2,1,1,1
845,3,138,1,2,2,2,2,2,2,2,2,2,1,1,2,3,59,1,2,1,2,2,2,2,2,2,1,2,2,2
846,2,43,2,1,1,2,1,2,2,1,2,2,1,1,0,3,130,2,2,2,2,2,2,2,2,1,2,1,1,1
847,4,57,2,2,2,2,2,2,2,2,2,2,2,2,1,3,84,2,2,2,2,2,1,1,1,1,2,1,1,1
848,3,110,2,2,2,2,1,1,2,1,1,2,2,1,1,4,62,2,2,2,2,1,2,2,2,2,2,1,2,2
849,4,78,2,2,2,2,2,2,2,2,2,2,1,2,2,4,21,1,2,2,2,2,2,2,2,2,2,1,2,2
850,4,57,1,1,2,2,2,2,1,1,1,1,1,2,2,3,0,1,2,2,1,1,2,2,2,2,2,2,2,2
851,3,7,1,2,2,2,1,1,1,1,1,1,1,1,2,3,38,2,2,1,2,2,1,2,1,1,2,1,2,1
852,3,91,1,1,0,2,2,1,2,1,1,1,0,2,1,3,75,1,2,2,2,1,0,1,1,1,1,1,1,1
853,2,107,0,1,1,1,1,1,1,1,1,1,1,1,1,3,66,1,1,1,1,2,1,1,1,1,1,2,1,1
854,3,35,2,2,2,2,2,2,2,1,2,2,2,2,2,4,83,2,2,2,2,2,2,2,2,2,2,2,2,1
855,2,46,2,2,2,1,2,1,2,2,2,2,2,2,1,4,83,2,2,1,2,2,2,2,1,2,1,2,2,2
856,2,93,1,2,2,2,2,2,2,2,2,2,2,1,1,4,64,2,2,2,2,2,2,2,2,2,2,2,2,1
857,4,53,2,2,2,1,2,1,1,2,1,1,2,1,2,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2
858,4,0,1,2,2,2,2,2,2,2,1,2,1,2,1,2,21,1,1,1,1,1,2,1,1,1,1,1,1,1
859,1,71,1,1,0,2,1,1,0,0,1,1,0,1,1,2,73,1,1,1,1,1,1,2,1,1,1,0,1,0
860,2,2,0,2,1,2,1,2,2,1,1,2,1,1,1,3,16,1,2,2,1,2,1,2,1,1,2,2,1,1
861,2,84,1,2,1,2,1,2,2,2,2,2,2,2,2,4,106,2,2,2,2,2,1,2,2,1,2,1,2,2
862,3,12,2,1,2,1,1,1,1,1,1,1,2,1,1,3,10,2,2,1,2,2,2,2,2,2,2,2,2,2
863,3,27,1,1,1,1,1,2,1,1,2,2,1,2,1,3,16,2,2,2,2,1,2,2,1,1,2,2,1,1
864,2,141,0,1,1,2,1,1,1,1,2,1,2,1,1,2,17,1,1,0,1,2,1,1,2,2,1,1,1,1
865,4,0,2,2,2,2,2,1,1,1,2,1,2,1,2,4,42,2,2,2,2,2,2,2,1,2,1,2,1,2
866,3,18,2,2,2,1,1,2,2,1,1,2,2,1,1,2,22,1,2,1,1,1,1,1,0,1,1,1,1,1
867,2,45,2,2,1,2,1,2,2,2,2,1,1,1,1,4,26,2,2,2,2,1,1,1,1,2,1,1,2,1
868,3,95,2,2,2,2,2,2,2,2,2,2,2,2,1,3,65,1,1,1,1,2,1,1,1,2,1,1,1,1
869,3,0,1,1,2,2,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,1,1,1,1,1,1,1,1,1
870,2,145,1,1,1,2,1,1,2,2,2,1,1,2,0,2,110,1,1,1,2,1,1,1,1,1,1,1,1,1
871,1,0,2,1,1,1,2,1,1,1,1,0,0,1,1,3,0,2,1,2,1,2,1,2,1,1,1,2,2,2
872,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,2,5,1,1,1,1,2,1,1,1,1,1,0,1,1
873,3,73,2,2,2,2,2,2,2,2,2,2,2,2,2,3,69,2,2,1,2,2,2,2,2,2,1,1,2,1
874,1,91,1,1,1,2,1,1,2,2,1,2,0,0,1,2,75,2,2,1,2,2,1,1,1,1,1,1,0,1
875,3,179,2,2,2,2,2,2,2,2,2,1,1,2,1,3,109,1,2,1,2,1,1,2,2,1,1,1,2,2
876,4,0,2,2,1,1,2,2,1,1,1,2,2,1,0,2,44,2,2,1,2,2,1,1,1,1,1,1,1,1
877,3,112,2,1,1,2,2,2,2,2,1,2,1,1,1,4,63,2,2,2,2,2,2,2,2,1,1,2,2,2
878,3,50,0,1,2,1,1,1,1,1,2,2,0,2,1,4,69,1,2,2,2,2,1,1,2,2,2,2,2,2
879,3,0,1,1,1,2,2,2,2,1,2,2,2,2,2,3,67,2,2,2,2,2,2,2,1,2,1,2,2,1
880,3,109,2,1,1,1,1,1,2,1,1,2,1,0,0,2,27,1,2,2,1,2,1,0,1,1,1,1,1,1
881,4,41,2,2,2,2,2,2,2,2,2,2,2,2,2,4,78,2,2,2,2,2,2,2,2,2,2,2,2,1
882,4,40,2,2,2,1,2,1,2,2,2,2,2,2,2,4,24,2,2,2,2,2,2,2,2,2,2,2,2,2
883,2,33,2,2,2,1,1,2,1,1,1,1,2,1,2,3,29,2,1,1,2,2,1,1,2,1,1,1,1,1
884,4,111,2,2,1,2,2,2,2,2,2,1,2,1,2,3,69,2,2,2,2,2,1,1,1,2,2,1,1,1
885,4,89,0,1,1,2,2,2,2,1,2,2,1,2,1,3,67,1,2,1,1,1,2,2,1,2,2,1,2,2
886,3,81,1,2,1,2,1,1,2,2,1,2,2,2,2,2,3,2,2,1,2,1,1,2,1,1,1,2,1,2
887,3,165,2,2,2,2,2,2,2,2,2,2,2,2,1,4,82,2,2,1,2,2,2,2,2,2,2,2,2,2
888,3,0,2,2,2,2,2,2,2,2,2,2,2,0,1,4,72,2,2,2,2,2,2,2,2,2,2,2,2,2
889,3,40,1,2,2,2,2,1,1,2,2,1,2,2,2,4,47,2,2,2,2,2,2,2,2,2,2,2,2,2
